timestamp,vector_x,vector_y,vector_z,gaze_pitch,gaze_yaw,roll,pitch,yaw,distance,event_tag
1742417646.4342048,-0.5356204143657226,0.9294191499388693,-0.10495728239140845,3.5139777910962664,-20.17152114561318,0.19630679593201705,-26.717027210028238,-0.5333225255358656,65.41279431956866,saccade
1742417646.6835105,-0.9200313296702092,-0.4811884356066711,-0.5774051263294953,-19.335069040044942,-11.220301846847459,19.282792419316948,-6.546493356052604,28.267654434452318,47.90596275012147,fixation
1742417646.9328163,0.8664217109522243,0.941574664596633,-0.6817415834404252,-0.11617981429988333,-17.27694956591349,16.44998009580815,0.6973988168517664,-6.829822314285252,69.4865625448298,fixation
1742417647.1821222,0.9545876810307998,-0.11682513850588316,-0.9837528280153862,-8.892448355676713,3.5324056587881074,15.583108985088565,17.96092350132603,-1.3739887830927913,58.43362719019535,fixation
1742417647.431428,-0.7658804667041499,-0.7216902104740317,-0.1623220409457442,-26.31795365052798,12.448257959671842,-6.8593628787914795,-28.15501930063006,14.494426313090145,43.80680216621801,fixation
1742417647.6807337,-0.8581494344664073,-0.48468949423625163,0.23070150423930347,10.141456498616051,7.510555481892226,-20.006050688005647,8.990742014852138,13.186508311300905,41.53020279232979,saccade
1742417647.9300394,0.0018599202174813811,0.2804967483823999,0.29728529682721794,-3.475610495432111,24.060793600105193,-17.433111776087824,-8.080533009120096,-26.76982262884869,50.19306908970617,fixation
1742417648.1793454,0.04784318438492541,-0.8204232125029962,-0.6010646944402693,-2.4327293458097117,9.485621170838783,22.79229597542328,11.581711716246879,-24.566813102498177,52.34965728169608,fixation
1742417648.428651,0.21803226501901274,-0.9985325763229325,0.5560604477059508,-16.12937686647928,-20.243251452063447,-24.209649669604126,5.316932175147009,20.425183064147532,68.30651869722294,fixation
1742417648.6779568,0.3250999725815842,0.8130788208193482,-0.15678065340628833,-9.326707217636297,-25.668968247648074,22.843523599974034,-0.21418168396026616,18.385586187669674,55.291846649775074,fixation
1742417648.9272625,-0.35949827941526236,-0.29099865556547044,0.20152081887914264,-24.013053220642234,-20.3232803891065,-12.787526702218823,-13.630518017753143,18.372955684726442,61.03397236570658,saccade
1742417649.1765683,-0.16995200221931017,-0.46566363545459954,0.8589427896369297,-20.082041048946028,11.203744493465678,-23.093569636523647,-1.0404731853725693,-26.015081648615155,63.58295663635821,fixation
1742417649.4258742,-0.6951412294353025,0.20124170821727283,-0.4557820756176454,-18.917106016125054,6.229646313645084,-19.044286790765536,-22.319267055369167,16.518274153236817,68.56338275350389,fixation
1742417649.67518,-0.30701834392618266,-0.4917459901890624,-0.9021892498931408,-27.340346219835507,-13.207842652298822,10.72661258533774,-2.4667215922930055,13.752540672860732,47.6926603089176,fixation
1742417649.9244857,-0.23103030276194936,-0.043085465303916326,0.44208566726332976,-27.507874251177128,24.470690669585636,-15.598121510353772,9.233386718994439,28.388592450391116,49.826955929731874,fixation
1742417650.1737914,-0.27057053672866704,0.0265267568029941,-0.8656000365798493,24.971918020973455,18.64445113300399,-22.164277532897174,0.8547195358914834,6.753849076001913,61.646742225654705,saccade
1742417650.4230974,0.51351312129577,0.00019696593468188084,0.4903842547646897,22.772124557262146,-25.971795961699478,23.56659865199139,-9.972712740211712,-25.942670725160028,65.23778415876409,fixation
1742417650.672403,-0.0005045189148555895,-0.42383803583448176,0.26495175859783204,-28.80763527813431,4.561092625088833,-3.3914795112235083,15.804136827591933,16.09697740512013,57.22150924025895,fixation
1742417650.9217088,-0.6620376290534327,0.4478692448971573,0.906401774025688,-21.475798268588683,7.780593644248839,-4.456329836565963,28.19424270072041,0.9153224600209029,48.6238911136862,fixation
1742417651.1710145,0.6728893461238665,0.54190990722275,-0.5657887764021057,-18.076238151067287,7.134954925641551,-21.82297703861219,15.82146454230297,11.49944223006623,43.75109077244914,fixation
1742417651.4203203,0.5633812399239244,0.6302581278056953,-0.2831696231441718,8.551528281878063,-17.831947606164185,-10.67371094206554,3.7610842117744667,-4.036542493072119,46.73590461117384,saccade
1742417651.6696262,-0.221501260722883,0.5097150196292037,0.1980718660006684,-2.941724960184633,25.061684037858825,2.826811238850844,-0.0397737299602241,-3.6434784945092673,59.21273346684547,fixation
1742417651.918932,-0.2644361643053639,-0.1675723826651967,0.17069766638227524,19.91706624415862,26.24848686088111,5.908761972357482,13.478435970751015,8.71487196543012,52.383471248726025,fixation
1742417652.1682377,0.7802248511784549,0.4473506732778456,-0.9261851127190985,3.119625226012907,-18.27038177078304,-0.9884294086426202,7.608331994468976,-17.788643536076428,69.26453191864152,fixation
