timestamp,x,y
1742444428.550705,445.3183366705549,254.26802744488992
1742444428.8041468,477.53443075983245,304.58540506426414
1742444429.0575886,325.5268508092662,209.04439107345766
1742444429.3110304,402.6172606271486,179.17585046254408
1742444429.5644722,411.91050949341,381.5550691032657
1742444429.817914,325.4720482370041,341.8745290635413
1742444430.0713558,450.1851967503374,280.81580768046575
1742444430.3247976,412.1127183842844,314.5025346939981
1742444430.5782394,355.2127733259776,305.18379359564676
1742444430.831681,390.5914904026786,225.623585488711
1742444431.0851228,405.03350872242083,269.0952044267848
1742444431.3385646,349.9464697509992,283.41150781959624
1742444431.5920064,334.63184494075784,361.59613587285276
1742444431.8454483,452.37395498190784,381.88461590894616
1742444432.09889,387.2777171500024,293.07266627125193
1742444432.3523319,362.3504980693284,306.9931992542335
1742444432.6057737,329.1999409222862,313.1202036170107
1742444432.8592155,454.2716175067278,276.2308419205746
1742444433.1126573,332.1174210493175,301.8662833461416
1742444433.366099,403.9892472057547,282.5201972953669
1742444433.619541,386.90620218389466,185.4783146877063
1742444433.8729827,398.07067325691605,217.87214614578494
1742444434.1264246,350.0600050182939,272.48033493113405
1742444434.3798664,440.8597949498537,403.75507211335605
1742444434.6333082,417.3160132573985,315.7302234891502
1742444434.8867497,335.71424479006953,247.8711000594961
1742444435.1401916,428.97368998545727,289.6611627569754
1742444435.3936334,401.58498128657936,190.91604187126342
1742444435.6470752,391.9531187937202,239.5514421491823
1742444435.900517,360.7650903015215,300.1635172764846
1742444436.1539588,367.5329259210082,264.1454876890742
1742444436.4074006,332.9410591407852,282.6464290347202
1742444436.6608424,348.5891783617786,323.4894531521493
1742444436.9142842,458.85087170868167,334.47364467007145
1742444437.167726,399.2747545352124,333.6756818017183
1742444437.4211679,445.7000061553535,250.03585537090518
1742444437.6746097,357.6518123697842,296.8750782271274
1742444437.9280515,360.49896936981077,304.55376827013475
1742444438.1814933,375.1436312226294,228.64994638012155
1742444438.434935,408.4422980040381,279.2294338303033
1742444438.688377,319.4418248231415,331.71158134299566
1742444438.9418185,412.4233468746498,292.8714922970511
1742444439.1952603,427.14094094064296,202.31401844955982
1742444439.448702,479.49298638510356,319.3627467564759
1742444439.702144,367.88057102549817,320.952521976549
1742444439.9555857,389.08647104532776,300.9219705863198
1742444440.2090275,431.44148380284054,239.4434005994377
1742444440.4624693,372.7082432399577,284.3138320715011
1742444440.7159111,367.2980468942502,379.41396627608106
1742444440.969353,437.4069863962099,411.1923135240783
