timestamp,vector_x,vector_y,vector_z,gaze_pitch,gaze_yaw,roll,pitch,yaw,distance
1742417659.150711,0.7367034416141289,-0.31998292645739546,-0.5362298015054032,-2.2758818985528926,0.9084882144569804,-11.744456539267603,-17.729678595913214,-24.78536196012151,59.11971963320693
1742417659.4040275,-0.1381415247249178,-0.3253307399570611,-0.6876109280161367,2.515694597925396,10.812072358567605,-22.17680547024641,6.316920084551732,-15.941907220584952,59.92991223246071
1742417659.657344,0.5569488077720037,-0.9258571826384818,0.11553240202361148,11.910834299688844,25.238829420523324,7.515423544348998,15.759778065017088,-8.234179458535166,43.305285232795654
1742417659.9106605,-0.9000710636706528,-0.05665379136398374,-0.39052598894909196,-9.636835048915199,25.738784522162426,12.948208935306901,-16.653388141897935,-2.9795539440342154,43.46092710672987
1742417660.1639771,-0.7717402444670773,0.6891053702898982,-0.7858241669497232,-3.035674635203513,-20.455970549539742,19.477669146409397,-23.402060729285516,4.700462748750475,64.88091719388572
1742417660.4172935,-0.6008991127291756,-0.3232413377950625,0.8068390155327416,19.434956360409032,-2.9777424978024136,-24.476893482765938,-15.416864878231607,21.36425331774808,41.84732080365228
1742417660.6706102,-0.1409869132326722,0.6500551580637322,0.24497197184131703,-16.72199635664134,-15.149211584057092,-29.532808946282387,-1.786755884841014,18.267652751397904,48.58719963544557
1742417660.9239266,-0.8326930915785324,0.791009886118125,-0.43748348584390095,15.60632565217999,12.760348118258555,-14.07247157612158,4.722894355577701,2.622799378173454,43.583446553936376
1742417661.1772432,0.45929841690406126,0.9160437566354369,-0.5398164421518661,18.888805013475846,-17.314769195336446,-9.166670669775957,21.319498461060114,12.679637637968767,66.75164135600666
1742417661.4305596,-0.5264814578260557,0.11334966614251929,-0.24412695275624108,26.109261841992137,-21.67088084438477,-5.149546968256946,1.573652976588221,2.871794745740246,63.95659759533961
1742417661.683876,-0.003058821813558543,-0.41764727540600166,0.5079363217711934,-19.756374192372498,1.1863386566592986,21.73371255548004,16.549148108455903,14.222005904521161,64.162172054839
1742417661.9371927,0.16825466616743778,0.40674468681879783,-0.19099367418870927,-20.551916484158568,-12.414365975062093,-5.482625035483984,5.861257147804224,-22.85993297001092,47.44317334125206
1742417662.190509,-0.029338334625008677,-0.07411856106851844,0.15910134271384857,-11.663785245049738,-22.117824090922056,-25.87497000198938,-15.123404905117582,-1.7903097045671608,44.14406301304503
1742417662.4438257,0.9526610292314677,-0.8185052067366143,-0.4815528293314326,20.99919239316538,-13.051304768921273,-23.70098064236584,-24.085795122244804,13.844841960542979,48.95287919682952
1742417662.6971421,0.7002938571141633,0.22221017307319713,0.7914792349856252,-15.734975195404967,-3.1669992032629892,0.07173452611447217,-14.469303497424617,29.198335342394245,54.1222574611239
1742417662.9504588,-0.45580115154543943,0.7876540870514348,-0.0872911378123451,-27.555320280046647,-5.4231497079694435,-13.158786769297262,3.9435394810672406,-18.18029629780918,50.62047323870325
1742417663.2037752,-0.29422192506175904,-0.46103439270440805,0.0072257153179671185,18.155749058170173,9.088962051012437,29.409952113585213,-26.461095394096073,-12.309957445387255,50.78767862722229
1742417663.4570918,-0.8503596082192528,-0.9055441118567285,0.6021915870321273,-11.353942031860768,25.515761223639558,-5.531508601614501,-0.695903338829762,-29.41414277931072,50.83247153339635
1742417663.7104082,0.2835334979917672,0.6745129953811237,-0.5098965186318525,12.225489219609358,21.574566914608766,11.649779655811642,-8.394409119475277,-17.198456822576667,67.64400824735762
1742417663.9637249,-0.008954243147091034,0.6724729962608413,-0.5443679584372254,20.450519225040793,-15.580122953204768,-18.81582300445731,-16.02586089112642,3.6870584863203746,42.58906404281442
1742417664.2170413,0.3823648419080523,-0.9334475164997258,0.05289830805824014,7.694462680139523,23.209810853071176,4.3939633394818784,2.5269272419899025,-13.22970510296216,57.96764607898682
1742417664.4703577,-0.013853904082048896,0.25810964425450034,0.4808830245017479,28.062322956919523,16.744658611532884,-13.867382229632511,21.867897566506777,-17.93594442385858,69.42384543584097
1742417664.7236743,-0.921318607358669,-0.3909923032617211,-0.8717226264881033,-21.617581501804665,19.557668467371748,-28.084370337846693,-23.00401255878368,2.9743079583935597,50.64308296861066
1742417664.9769907,0.033353251371770476,-0.23882606288021502,0.11372739928876241,-5.359916644423116,13.42067410821089,22.698837254832526,17.781562536684902,-17.379821664582405,57.70967284778751
1742417665.2303073,-0.4766524388306126,-0.2889678215655589,-0.3877535428628678,22.574129534355897,-7.683664429122366,27.810448085042793,-15.288115609483402,-21.812958611074727,64.50363597024428
1742417665.4836237,0.17824962782472542,-0.9345123588714208,-0.6802256682904368,7.218687428018619,-27.914096375115925,24.469502144979494,-7.83735417811306,-4.170482858644334,54.12512586100725
