timestamp,x,y
1742474494.204561,338.700591302356,309.8531487322404
1742474494.4537568,352.2889751920466,264.68899823403956
1742474494.7029524,402.42148792883876,227.7104662841977
1742474494.9521482,384.2361102061808,266.49284673881436
1742474495.201344,397.90862827906193,353.5010270861623
1742474495.4505396,401.6556696989668,334.426026171828
1742474495.6997354,424.9696217511987,399.2063113751819
1742474495.9489312,322.27853947315566,247.71085133659378
1742474496.1981268,398.78030142659065,313.1177931767744
1742474496.4473226,302.2677993432887,357.20552388223336
1742474496.6965184,431.8208391783484,340.461809880914
1742474496.945714,449.12509641297345,187.8606009970005
1742474497.1949098,351.09279769922534,269.54885682520387
1742474497.4441056,488.8218803620754,409.8709415572789
1742474497.6933012,508.84708908783495,289.3384269567492
1742474497.942497,316.3052341549335,267.6554525254828
1742474498.1916928,408.7435397760134,231.47008887844072
1742474498.4408884,401.92876142068604,327.7194196111563
1742474498.6900842,442.9501454384723,285.5681070285866
1742474498.93928,361.83051636711934,324.160400291955
1742474499.1884756,423.3327452082036,282.42649657992064
1742474499.4376714,438.75535046288803,248.03504271150342
1742474499.6868672,411.3062274680285,314.42847896133634
1742474499.9360628,423.8690882760037,299.7646097564008
1742474500.1852586,344.61904816932457,214.00652629946578
1742474500.4344544,389.68406663753547,361.33909956740524
1742474500.6836503,357.57680832529724,309.9493951748987
1742474500.9328458,434.49977597179236,243.75470489450268
1742474501.1820416,447.93977548328684,308.5620242596357
1742474501.4312375,426.2323677230042,315.5667780872198
1742474501.680433,424.21833383486467,189.5605713220619
1742474501.9296288,449.9944044923328,317.76816539614356
1742474502.1788247,383.0812409420976,318.92995711426175
1742474502.4280202,423.0108824545536,239.39073414608498
1742474502.677216,321.36308752762665,329.46889136805265
1742474502.9264119,446.5511802091072,276.96532033410494
1742474503.1756074,383.05742800146453,232.1749307173548
1742474503.4248033,369.8186795916828,283.4326601996214
1742474503.673999,473.54138496148033,273.80294301537083
1742474503.9231946,410.60673805797967,227.2652664198181
1742474504.1723905,323.1588680655082,253.81297984828802
1742474504.4215863,429.46827019297103,263.1309458169666
1742474504.6707819,445.5341774448632,304.85619569735263
1742474504.9199777,392.5177877688083,358.0443068630408
1742474505.1691735,411.9506336784096,256.49469022407436
1742474505.418369,394.3580096024009,328.6303605503739
1742474505.6675649,429.8521444191899,283.211221477799
1742474505.9167607,431.3173025977308,255.81666438510487
1742474506.1659563,415.0719205371143,384.690053372216
1742474506.415152,457.96312041936585,216.44947662971123
